nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dlv_p,o_dlv_e,o_hops,legs,i1_rcs_p_normalized,i1_rcs_e_normalized,i1_dep_1_p_normalized,i1_dep_1_e_normalized,i1_rcf_1_p_normalized,i1_rcf_1_e_normalized,i1_dlv_p_normalized,i1_dlv_e_normalized,o_rcs_p_normalized,o_rcs_e_normalized,o_dep_1_p_normalized,o_dep_1_e_normalized,o_rcf_1_p_normalized,o_rcf_1_e_normalized,o_dlv_p_normalized,o_dlv_e_normalized
1184.0,21.0,2969.0,2627.0,300.0,585.0,609.0,820.0,756.0,815.0,,,,,,,5315.0,2614.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760.0,134.0,61.0,240.0,253.0,815.0,290.0,234.0,485.0,,,,,,,5160.0,1221.0,1.0,1.0,0.06281657306347356,0.05664854603503322,0.08032845412352732,0.06110001051635293,0.15552413653807312,0.019499776920452457,0.5274781715459682,0.02872186071051706,0.0026256335104109423,0.0012241400416207614,0.09803921568627451,0.01920248406602386,0.049585104229912975,0.042217793078456245,0.43617021276595747,0.002178069694659623
1185.0,9723.0,442.0,257.0,150.0,275.0,610.0,195.0,155.0,349.0,,,,,,,385.0,908.0,1.0,11584,71.0,20.0,480.0,386.0,341,1015.0,1028.0,349,,,,,,,460.0,1901.0,1,,,,,,,,,,,,,674.0,13721.0,13079.0,90.0,668.0,349.0,1215.0,878.0,700.0,,,,,,,3780.0,196.0,1.0,2.0,0.009261417823460846,0.005522478212097679,0.026776151374509106,0.028499316437059625,0.02928701272470208,0.003726740676587145,0.02105803800719055,0.009969662328526205,0.27917200952555415,0.26682172440527196,0.0,0.05311325379964047,0.23679417122040075,0.15890559884036962,0.31382978723404253,0.0003481340905398578
1186.0,6833.0,2706.0,2211.0,90.0,521.0,700.0,815.0,424.0,206.0,,,,,,,3780.0,20340.0,1.0,14150,1315.0,928.0,240.0,591.0,128,845.0,502.0,206,,,,,,,3960.0,637.0,1,9258,1280.0,905.0,90.0,405.0,700,815.0,420.0,206,3780.0,3000.0,1,7768.0,2270.0,1183.0,90.0,1138.0,206.0,805.0,537.0,700.0,240.0,1275.0,700,925.0,502.0,671,3780.0,861.0,2.0,3.0,0.05724276782875914,0.04767451894037449,0.0053552302749018225,0.054369544641918184,0.15451423954756616,0.010786552239981104,0.3697996918335902,0.22356445655997187,0.046101239543261896,0.024115558819929,0.0,0.09151822193168818,0.15381501720299534,0.09711904330494654,0.31382978723404253,0.0015353606044321935
1187.0,13400.0,580.0,290.0,180.0,410.0,151.0,645.0,262.0,308.0,575.0,969.0,308,880.0,693.0,341,1620.0,401.0,2.0,2792,1917.0,713.0,300.0,1459.0,144,790.0,2127.0,341,,,,,,,4080.0,2910.0,1,,,,,,,,,,,,,11248.0,3334.0,1727.0,420.0,1989.0,341.0,1015.0,968.0,349.0,,,,,,,550.0,2363.0,1.0,2.0,0.012186076083501113,0.006234360169125895,0.037486611924312754,0.04269639289094542,0.12017774187032922,0.006534918510353515,0.14791987673343607,0.004396763981709462,0.0677576275671165,0.035214428530623905,0.21568627450980388,0.16105572806014054,0.19631653511434932,0.17521290088784197,0.027482269503546097,0.004216885753103303
1188.0,9282.0,4499.0,4246.0,90.0,289.0,700.0,1470.0,972.0,476.0,,,,,,,3780.0,1009.0,1.0,8189,1795.0,1692.0,150.0,193.0,349,55.0,86.0,815,930.0,909.0,815,940.0,796.0,476,6990.0,1245.0,2,,,,,,,,,,,,,96.0,160.0,115.0,180.0,163.0,476.0,675.0,838.0,815.0,1400.0,1241.0,815,225.0,179.0,649,4740.0,4393.0,2.0,2.0,0.09524213203348522,0.09157390629044784,0.0053552302749018225,0.029971605847092225,0.286810745303979,0.02516862189328924,0.3697996918335902,0.011079845233907844,0.0031548309621216753,0.0023258660790794468,0.058823529411764705,0.011848341232227489,0.12750455373406194,0.151657909041493,0.39893617021276595,0.007841050900774643
1189.0,7475.0,1525.0,1070.0,300.0,739.0,609.0,720.0,532.0,256.0,,,,,,,4140.0,1709.0,1.0,35,513.0,90.0,270.0,644.0,216,735.0,564.0,815,1580.0,1741.0,815,255.0,722.0,256,5160.0,822.0,2,,,,,,,,,,,,,8492.0,1558.0,1268.0,90.0,320.0,256.0,1240.0,913.0,700.0,,,,,,,3780.0,281.0,1.0,2.0,0.03221362721203772,0.02306066097161101,0.08032845412352732,0.07729519402671153,0.13532619672793375,0.013620974726399497,0.4067796610169492,0.0187741822018994,0.03160937086564491,0.025849757212225075,0.0,0.024677234842294494,0.24185387573365716,0.16524732741438664,0.31382978723404253,0.0004998848479546676
1190.0,621.0,279.0,361.0,240.0,114.0,750.0,420.0,163.0,128.0,555.0,819.0,128,395.0,119.0,361,3960.0,1333.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5698.0,1015.0,390.0,240.0,813.0,361.0,400.0,250.0,128.0,1515.0,1696.0,128,960.0,669.0,597,3960.0,5793.0,2.0,1.0,0.005806930168485748,0.007765984985762361,0.05890753302392003,0.01156798822168472,0.07473237729751564,0.003936697897803322,0.3882896764252697,0.014641224059092508,0.020557285624147686,0.007936507936507938,0.09803921568627451,0.06496159503186795,0.07184780408824125,0.04511686899800688,0.32978723404255317,0.010340475140547981
1191.0,254.0,161.0,77.0,240.0,255.0,476.0,975.0,750.0,815.0,,,,,,,5040.0,2238.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8744.0,1301.0,281.0,90.0,1050.0,815.0,1220.0,1003.0,700.0,215.0,432.0,700,605.0,182.0,698,3780.0,1139.0,2.0,1.0,0.0033061354243933455,0.0016394857192164984,0.05890753302392003,0.026396045851298768,0.18683094324378913,0.01934230900454032,0.49922958397534667,0.024588902567710166,0.026378457592965747,0.0057126535275635534,0.0,0.0843275044941984,0.23780611212305203,0.18155462946185902,0.31382978723404253,0.002031674846330042
1192.0,6706.0,203.0,120.0,150.0,177.0,128.0,110.0,79.0,815.0,,,,,,,4230.0,513.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.0,1434.0,342.0,90.0,1123.0,815.0,1210.0,1008.0,700.0,220.0,416.0,700,605.0,198.0,698,3780.0,16918.0,2.0,1.0,0.004196248807883862,0.00256708948140478,0.026776151374509106,0.01819329056683142,0.01211876388608362,0.001732147075033462,0.41602465331278893,0.005627857896588111,0.02908550609594757,0.006957195903211327,0.0,0.0902925314593888,0.23578223031774945,0.1824605906867186,0.31382978723404253,0.03020197133160397
1193.0,6462.0,2354.0,1349.0,90.0,1034.0,700.0,585.0,234.0,257.0,,,,,,,3780.0,5727.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13858.0,1555.0,256.0,90.0,1328.0,257.0,575.0,332.0,700.0,2610.0,2871.0,700,1240.0,866.0,281,3780.0,1218.0,2.0,1.0,0.04978276994807672,0.02907929933557684,0.0053552302749018225,0.10831843516668418,0.1080589779842456,0.005800068236096895,0.3697996918335902,0.06293967639817094,0.03154830962121675,0.005202595176888236,0.0,0.10704363458081387,0.10726573568103623,0.05997463308570393,0.31382978723404253,0.0021727137855743948
1194.0,227.0,199.0,60.0,240.0,313.0,476.0,975.0,729.0,815.0,,,,,,,5040.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4735.0,855.0,61.0,240.0,986.0,815.0,740.0,515.0,206.0,,,,,,,5100.0,10851.0,1.0,1.0,0.004111476104694288,0.0012727586504443869,0.05890753302392003,0.03249553055000526,0.18683094324378913,0.01879117129884786,0.49922958397534667,0.00014289482940555752,0.01730068592131241,0.0012241400416207614,0.09803921568627451,0.07909789181238765,0.14065978546852864,0.09313281391556441,0.4308510638297872,0.01937053785824337
1195.0,7227.0,3243.0,2138.0,780.0,1855.0,349.0,1245.0,1097.0,671.0,,,,,,,335.0,12.0,1.0,6515,1305.0,591.0,90.0,745.0,700,795.0,342.0,671,,,,,,,3780.0,1786.0,1,,,,,,,,,,,,,12112.0,2613.0,1989.0,180.0,744.0,671.0,945.0,948.0,349.0,,,,,,,550.0,857.0,1.0,2.0,0.06862350323195932,0.04609974976270601,0.25169582292038556,0.1946576927121674,0.2413653807311654,0.02844920347479201,0.015921931176168466,0.00012091100949701022,0.05308257515621502,0.04055984004570123,0.058823529411764705,0.05932341885929074,0.18214936247723135,0.17158905598840368,0.027482269503546097,0.0015282193923185554
1196.0,2730.0,1111.0,196.0,90.0,951.0,635.0,795.0,524.0,700.0,1715.0,1992.0,700,1275.0,921.0,815,3780.0,75.0,2.0,9445,231.0,80.0,150.0,244.0,614,455.0,178.0,815,,,,,,,3565.0,888.0,1,407,1070.0,127.0,180.0,1063.0,597,1055.0,969.0,815,5040.0,2204.0,1,10487.0,273.0,123.0,240.0,335.0,815.0,830.0,753.0,174.0,,,,,,,5400.0,416.0,1.0,3.0,0.023439652431916924,0.004206575200621279,0.0053552302749018225,0.09958986223577664,0.15047465158553827,0.01341101750518332,0.3697996918335902,0.0008134013366162504,0.005454804502249089,0.0024890847512955483,0.09803921568627451,0.025902925314593886,0.15887472171625178,0.13625656821888021,0.45744680851063835,0.0007409007567899537
1197.0,10919.0,145.0,29.0,135.0,206.0,815.0,295.0,208.0,527.0,,,,,,,5100.0,111.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5791.0,1701.0,331.0,180.0,1546.0,527.0,895.0,920.0,149.0,180.0,99.0,149,270.0,492.0,699,7020.0,2415.0,2.0,1.0,0.0029670446116350536,0.0006040210544481836,0.021420921099607287,0.021243032916184665,0.04948495253484145,0.005117707267144319,0.5053929121725732,0.0012091100949701019,0.03451995685005394,0.006732770228914188,0.058823529411764705,0.12485700277823174,0.17202995345071848,0.16651567312919005,0.601063829787234,0.0043097215105805985
1198.0,903.0,1088.0,576.0,150.0,674.0,134.0,220.0,184.0,128.0,500.0,505.0,128,510.0,514.0,809,4230.0,3833.0,2.0,9419,1387.0,1254.0,180.0,253.0,614,335.0,304.0,815,1065.0,1105.0,815,540.0,559.0,798,5100.0,1274.0,3,8272,369.0,254.0,300.0,375.0,201,545.0,496.0,809,4080.0,137.0,1,11654.0,7457.0,7460.0,240.0,179.0,809.0,740.0,483.0,128.0,345.0,608.0,128,860.0,611.0,628,3960.0,79829.0,2.0,3.0,0.022952209388576877,0.012404003796703771,0.026776151374509106,0.07045956462298875,0.03433649767723693,0.004487835603495787,0.41602465331278893,0.042120998944776646,0.15167613115955303,0.15218100950748767,0.09803921568627451,0.013155744402680178,0.14065978546852864,0.08733466207646312,0.32978723404255317,0.14251717015187573
1199.0,2641.0,950.0,455.0,180.0,615.0,571.0,335.0,235.0,281.0,,,,,,,4020.0,1303.0,1.0,7671,922.0,64.0,240.0,1077.0,789,1040.0,1540.0,128,2480.0,2119.0,128,1210.0,991.0,281,3960.0,2997.0,2,2656,354.0,313.0,180.0,251.0,391,660.0,292.0,281,3960.0,3136.0,1,10097.0,1173.0,165.0,90.0,1033.0,281.0,1200.0,968.0,700.0,,,,,,,3780.0,29.0,1.0,3.0,0.02002755112853661,0.009793769954266979,0.037486611924312754,0.06425491639499421,0.05756412845889719,0.005826312888748917,0.39445300462249616,0.014311466760464298,0.023773177830697524,0.003345982780430081,0.0,0.08293838862559243,0.2337583485124469,0.17521290088784197,0.31382978723404253,4.998848479546676e-05
1200.0,2109.0,1722.0,1438.0,90.0,317.0,700.0,1625.0,1356.0,128.0,,,,,,,3780.0,4240.0,1.0,8064,206.0,100.0,150.0,202.0,308,620.0,600.0,128,,,,,,,4200.0,323.0,1,,,,,,,,,,,,,14630.0,701.0,466.0,180.0,355.0,128.0,265.0,180.0,815.0,225.0,319.0,815,225.0,160.0,649,4740.0,131.0,2.0,2.0,0.03638868284412419,0.030999223401501425,0.0053552302749018225,0.03291618466715743,0.318117552009695,0.03524656851166574,0.3697996918335902,0.04659470629616602,0.014166208707333457,0.009487085322560901,0.058823529411764705,0.027537179277659748,0.04452539971665655,0.032433411849972824,0.39893617021276595,0.00023208939369323854
1201.0,8270.0,22664.0,22969.0,90.0,1174.0,476.0,1130.0,1233.0,128.0,,,,,,,3780.0,222.0,1.0,9646,1143.0,439.0,240.0,892.0,456,1030.0,957.0,128,,,,,,,3960.0,1345.0,1,,,,,,,,,,,,,1704.0,489.0,20.0,240.0,665.0,128.0,815.0,484.0,332.0,,,,,,,3840.0,189.0,1.0,2.0,0.4802161703931334,0.4954698420916386,0.0053552302749018225,0.1230413292670102,0.21813774994950516,0.03201847623546702,0.3697996918335902,0.0024292120998944777,0.009851214101076715,0.0003876443465132411,0.09803921568627451,0.05286811570518059,0.15583889900829792,0.08751585432143504,0.3191489361702128,0.0003356369693409911
1202.0,11534.0,365.0,273.0,150.0,235.0,128.0,575.0,495.0,206.0,,,,,,,4230.0,667.0,1.0,4612,2621.0,2507.0,90.0,188.0,671,790.0,620.0,700,70.0,189.0,700,815.0,517.0,206,3780.0,18060.0,2,,,,,,,,,,,,,13939.0,2533.0,2107.0,90.0,474.0,206.0,805.0,577.0,700.0,,,,,,,3840.0,122.0,1.0,2.0,0.007629543287061566,0.005867633100353783,0.026776151374509106,0.02429277526553791,0.10603918400323166,0.012649922578274677,0.41602465331278893,0.007320612029546254,0.05145427530479738,0.04296731546088873,0.0,0.03726099035790162,0.15381501720299534,0.10436673310382316,0.3191489361702128,0.0002160216664375528
1203.0,8062.0,1175.0,211.0,300.0,1211.0,609.0,905.0,899.0,597.0,,,,,,,2760.0,4065.0,1.0,13575,2430.0,1527.0,300.0,1155.0,308,925.0,842.0,597,,,,,,,2760.0,2571.0,1,,,,,,,,,,,,,2051.0,4037.0,3060.0,90.0,1027.0,597.0,915.0,473.0,700.0,670.0,1127.0,700,915.0,545.0,332,3780.0,1104.0,2.0,2.0,0.02479601568295009,0.0045301579083613765,0.08032845412352732,0.12693237985066777,0.17269238537669157,0.023252762249691625,0.2650231124807396,0.04467112205416813,0.08206631251144898,0.06241073978863182,0.0,0.08244811243667266,0.17607771706132364,0.08552273962674398,0.31382978723404253,0.0019691892403357085
1204.0,13105.0,1914.0,629.0,90.0,1315.0,700.0,1240.0,962.0,281.0,,,,,,,3840.0,1631.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7911.0,9154.0,7214.0,90.0,2100.0,281.0,1345.0,1186.0,700.0,2165.0,2232.0,700,815.0,431.0,123,3780.0,961.0,2.0,1.0,0.0404577725972237,0.013547329364052119,0.0053552302749018225,0.13786938689662426,0.24035548374065843,0.024906175366769017,0.37596302003081666,0.017916813225466056,0.1862164417577497,0.14716203533684255,0.0,0.17012583755515606,0.2631046346893342,0.21471281029171949,0.31382978723404253,0.0017138909072731462
1205.0,8086.0,339.0,240.0,150.0,206.0,411.0,585.0,784.0,128.0,1330.0,1143.0,128,135.0,1371.0,610,4230.0,739.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144.0,874.0,69.0,150.0,910.0,610.0,140.0,205.0,128.0,730.0,687.0,128,775.0,853.0,700,4230.0,14.0,2.0,1.0,0.007078520716329342,0.005155751143325567,0.026776151374509106,0.021243032916184665,0.1080589779842456,0.020234627194709077,0.41602465331278893,0.008112029546253957,0.0176874071360241,0.0013873587138368629,0.0392156862745098,0.07288772675273739,0.019226877150374418,0.0369632179742707,0.3537234042553191,2.3208939369323852e-05
1206.0,5677.0,611.0,529.0,150.0,239.0,134.0,180.0,865.0,128.0,,,,,,,4200.0,351.0,1.0,3450,2012.0,541.0,90.0,1528.0,700,1275.0,984.0,128,,,,,,,3780.0,214.0,1,3371,342.0,182.0,90.0,1353.0,579,1010.0,680.0,128,3780.0,143.0,1,7035.0,738.0,84.0,240.0,856.0,128.0,815.0,511.0,332.0,,,,,,,3840.0,391.0,1.0,3.0,0.012843064533220303,0.011390111312451464,0.026776151374509106,0.02471342938269008,0.026257321753181174,0.02236044405952287,0.41294298921417566,0.003847168483995779,0.014919297388614115,0.0016933937242420531,0.09803921568627451,0.06847524105245956,0.15583889900829792,0.09240804493567675,0.3191489361702128,0.0006962681810797156
1207.0,7076.0,6165.0,6205.0,300.0,222.0,371.0,840.0,733.0,431.0,645.0,730.0,431,900.0,799.0,798,1650.0,576.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958.0,245.0,225.0,240.0,265.0,798.0,630.0,629.0,349.0,,,,,,,4080.0,1611.0,1.0,1.0,0.13054996291194235,0.13383380792130467,0.08032845412352732,0.022925649384793353,0.15956372450010098,0.018896149909455946,0.1510015408320493,0.006320348223707351,0.004884899554252916,0.004570122822050843,0.09803921568627451,0.020183036443863375,0.11839708561020038,0.11378872984236274,0.34042553191489366,0.002874337875739339
1208.0,14225.0,3388.0,2903.0,90.0,528.0,299.0,825.0,524.0,700.0,3350.0,3682.0,700,1440.0,1210.0,153,3780.0,1789.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10648.0,3259.0,425.0,90.0,2889.0,153.0,1240.0,848.0,700.0,165.0,532.0,700,880.0,523.0,597,3780.0,360.0,2.0,1.0,0.07169651372258133,0.06260246785745104,0.0053552302749018225,0.05510568934693448,0.15653403352858009,0.01341101750518332,0.3697996918335902,0.019653534998241295,0.06623109645641245,0.008650589627453381,0.0,0.23459715639810425,0.24185387573365716,0.15346983149121216,0.31382978723404253,0.0006409237871990202
1209.0,11844.0,5943.0,2238.0,90.0,3735.0,128.0,1106.0,706.0,441.0,,,,,,,3780.0,2241.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3268.0,1338.0,1125.0,360.0,513.0,441.0,875.0,682.0,349.0,1030.0,1224.0,349,388.0,252.0,603,512.0,585.0,2.0,1.0,0.12584507788492105,0.04825696781430667,0.0053552302749018225,0.39236512777368804,0.2132902443950717,0.018187544287851347,0.3697996918335902,0.024621878297572987,0.027131546274246403,0.02293222344636226,0.1764705882352941,0.040447785585880046,0.16798218984011334,0.12339191882587425,0.024113475177304965,0.001042616968591164
1210.0,13771.0,3115.0,2860.0,300.0,518.0,431.0,820.0,360.0,256.0,,,,,,,3870.0,498.0,1.0,39,2681.0,1896.0,300.0,1066.0,789,1050.0,1056.0,128,1460.0,1409.0,128,900.0,768.0,256,3960.0,1936.0,2,10145,507.0,329.0,150.0,271.0,485,175.0,242.0,256,1520.0,236.0,1,8097.0,5508.0,4206.0,90.0,1342.0,256.0,1240.0,973.0,700.0,2590.0,2883.0,700,675.0,204.0,395,3780.0,5784.0,2.0,3.0,0.06591077672989297,0.061674864095262745,0.08032845412352732,0.05405405405405405,0.15552413653807312,0.009106894470251687,0.37904468412942993,0.005462979247274007,0.11200667602939082,0.08579181458358835,0.0,0.10818761235495997,0.24185387573365716,0.17611886211270156,0.31382978723404253,0.010324407413292295
1211.0,13006.0,976.0,418.0,90.0,588.0,700.0,800.0,409.0,671.0,,,,,,,3780.0,965.0,1.0,2776,213.0,195.0,150.0,129.0,166,130.0,174.0,128,1335.0,1284.0,128,665.0,688.0,671,4230.0,1226.0,2,4378,1069.0,92.0,240.0,1160.0,815,1020.0,856.0,671,4680.0,385.0,1,13047.0,2192.0,2023.0,90.0,210.0,671.0,820.0,408.0,700.0,,,,,,,3780.0,147.0,1.0,3.0,0.020578573699268837,0.008995599275174735,0.0053552302749018225,0.061415501104217056,0.15148454857604524,0.010392882450200772,0.3697996918335902,0.010596201195919802,0.044513647188129696,0.04125351940261966,0.0,0.01568883804543226,0.1568508399109492,0.07374524370356948,0.31382978723404253,0.000260654242147791
1212.0,7760.0,21505.0,22193.0,90.0,359.0,233.0,1430.0,1217.0,700.0,,,,,,,3780.0,1352.0,1.0,5288,1285.0,296.0,90.0,1019.0,256,1240.0,953.0,700,,,,,,,3780.0,2925.0,1,,,,,,,,,,,,,2082.0,1839.0,1729.0,90.0,152.0,700.0,695.0,229.0,561.0,,,,,,,3780.0,2421.0,1.0,2.0,0.45565327964395463,0.4787298300112175,0.0053552302749018225,0.037333052897255234,0.2787315693799232,0.03159856179303467,0.3697996918335902,0.014850070348223707,0.037328774093749365,0.03525523319867793,0.0,0.010949501552541267,0.13155231734466707,0.041311831853596666,0.31382978723404253,0.004320433328751056
1213.0,14530.0,1656.0,799.0,90.0,902.0,485.0,1250.0,830.0,700.0,,,,,,,3780.0,608.0,1.0,14350,3132.0,926.0,90.0,2261.0,485,1250.0,879.0,700,,,,,,,3780.0,169.0,1,,,,,,,,,,,,,2183.0,4610.0,3914.0,90.0,726.0,700.0,705.0,326.0,403.0,,,,,,,3780.0,1048.0,1.0,2.0,0.03498993324149624,0.017214600051773235,0.0053552302749018225,0.09443684930066253,0.24237527772167236,0.021441881216702097,0.3697996918335902,0.006672089342244108,0.09372901019722783,0.07983433304770066,0.0,0.05785259029253146,0.13357619914996965,0.05888747961587244,0.31382978723404253,0.001869212270744775
1214.0,10336.0,187.0,32.0,135.0,249.0,815.0,285.0,228.0,485.0,,,,,,,5160.0,191.0,1.0,1677,869.0,76.0,240.0,976.0,456,1015.0,766.0,128,650.0,927.0,128,385.0,138.0,485,3960.0,441.0,2,,,,,,,,,,,,,6794.0,6057.0,5043.0,90.0,1039.0,485.0,1240.0,852.0,700.0,,,,,,,3780.0,1051.0,1.0,2.0,0.0038571579951255696,0.0006687375959962033,0.021420921099607287,0.02576506467557051,0.047465158553827505,0.005642600320184762,0.5115562403697997,0.0020884628913119944,0.12318088375974437,0.10286856816419798,0.0,0.08342866481451218,0.24185387573365716,0.1541946004710998,0.31382978723404253,0.0018745681798300036
1215.0,8896.0,236.0,91.0,240.0,350.0,128.0,1045.0,876.0,700.0,,,,,,,3960.0,3.0,1.0,6160,1608.0,808.0,90.0,827.0,485,1250.0,875.0,700,,,,,,,3780.0,12.0,1,8321,2151.0,1917.0,90.0,264.0,113,1105.0,692.0,700,3780.0,129.0,1,9185.0,1778.0,1497.0,90.0,321.0,700.0,850.0,482.0,628.0,,,,,,,3780.0,748.0,1.0,3.0,0.004895623609197838,0.0019414962464405904,0.05890753302392003,0.036386581133662846,0.20096950111088668,0.022649135238695113,0.3882896764252697,2.1983819908547312e-05,0.03608719545704342,0.030521891704410983,0.0,0.024758947540447784,0.1629224853268569,0.0871534698314912,0.31382978723404253,0.0013336213622219169
1216.0,5033.0,1016.0,119.0,180.0,1017.0,597.0,1050.0,897.0,815.0,625.0,781.0,815,380.0,240.0,524,5580.0,1371.0,2.0,2579,346.0,44.0,240.0,518.0,815,380.0,226.0,524,,,,,,,5460.0,619.0,1,,,,,,,,,,,,,1328.0,1109.0,526.0,150.0,679.0,524.0,185.0,225.0,128.0,355.0,319.0,128,120.0,125.0,361,4230.0,1037.0,2.0,2.0,0.021426300731164565,0.0025455173008887737,0.037486611924312754,0.10653065516878746,0.20197939810139365,0.02320027294438758,0.5546995377503853,0.015058916637354907,0.022470537949563413,0.010711225364181664,0.0392156862745098,0.054012093479326694,0.028334345274235985,0.04058706287370901,0.3537234042553191,0.0018495739374322702
1217.0,10869.0,1178.0,167.0,240.0,1193.0,815.0,705.0,669.0,555.0,,,,,,,5760.0,1056.0,1.0,7068,1540.0,1550.0,300.0,253.0,371,745.0,767.0,555,,,,,,,1560.0,136.0,1,,,,,,,,,,,,,13739.0,910.0,213.0,300.0,953.0,555.0,1345.0,193.0,691.0,,,,,,,3050.0,7202.0,1.0,2.0,0.02485959521034227,0.0035809819656570886,0.05890753302392003,0.12503943632348302,0.13229650575641286,0.01721649213972653,0.5731895223420648,0.011596465001758706,0.018420142069162038,0.0043252948137266906,0.13725490196078433,0.07640137277332898,0.2631046346893342,0.03478891103460772,0.249113475177305,0.012855967107577004
1218.0,11164.0,1708.0,585.0,420.0,1454.0,349.0,900.0,684.0,783.0,1070.0,1304.0,783,386.0,178.0,448,1454.0,4733.0,2.0,14555,830.0,561.0,150.0,338.0,233,1600.0,1217.0,783,2949.0,3335.0,783,228.0,238.0,448,402.0,1890.0,2,3105,3960.0,30.0,420.0,4214.0,349,269.0,2233.0,448,651.0,1853.0,1,13987.0,7031.0,6946.0,180.0,205.0,448.0,235.0,271.0,349.0,,,,,,,550.0,2481.0,1.0,3.0,0.03609197838296069,0.01259815342134783,0.12317029632274189,0.15248711746766222,0.1716824883861846,0.01761016192950686,0.13086800205444274,0.052013717903622934,0.14300543445075412,0.14169420981760314,0.058823529411764705,0.015280274554665796,0.038453754300748835,0.04892190614241711,0.027482269503546097,0.0044275515104556275
1219.0,5366.0,15.0,61.0,240.0,140.0,128.0,150.0,177.0,134.0,,,,,,,4230.0,3915.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10842.0,54.0,83.0,230.0,73.0,134.0,100.0,83.0,281.0,,,,,,,2820.0,149.0,1.0,1.0,0.00021193175797393243,0.0012943308309603936,0.05890753302392003,0.014302239983173835,0.020197939810139367,0.004304123034931632,0.41602465331278893,0.04302233556102708,0.0009973336589933037,0.0016729913902150406,0.0915032679738562,0.004494198398431116,0.011131349929164137,0.014857764087697047,0.22872340425531915,0.00026422484820461003
1220.0,3313.0,34676.0,33972.0,90.0,734.0,256.0,1240.0,879.0,700.0,,,,,,,3780.0,155.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14332.0,2216.0,1953.0,90.0,297.0,700.0,1935.0,1471.0,431.0,,,,,,,3780.0,1284.0,1.0,1.0,0.734788598071421,0.7328285443092588,0.0053552302749018225,0.07676937638027131,0.24035548374065843,0.02272786919665118,0.3697996918335902,0.0016927541329581426,0.045002137143554985,0.03982535602072877,0.0,0.022797842784768752,0.3825136612021858,0.2663526001087153,0.31382978723404253,0.0022905437854494233
1221.0,7815.0,1495.0,692.0,90.0,831.0,485.0,1240.0,964.0,700.0,,,,,,,3780.0,298.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,1327.0,821.0,90.0,546.0,700.0,930.0,653.0,742.0,,,,,,,3780.0,4100.0,1.0,1.0,0.031577831938115926,0.014906376736560532,0.0053552302749018225,0.08697023872121148,0.24035548374065843,0.024958664672073062,0.3697996918335902,0.0032645972564192753,0.026907655044676477,0.016729913902150405,0.0,0.04314430462493872,0.1791135397692775,0.11813734372168871,0.31382978723404253,0.007317957113450652
